PC 1,PC 2,cluster
1.5577045003286183,-0.6566284210350768,-1
1.4781128117581943,-0.6399699062408725,-1
1.4707105295189318,-0.5862402937016093,-1
1.5249793913425465,-0.6170646396508062,-1
1.6164265506854165,-0.6145870522933521,-1
1.6342698135329896,-0.6127355906478329,-1
1.6033082284211937,-0.5886898219960439,-1
1.58813956535349,-0.6494658583166815,-1
1.5618007390187998,-0.6372136488261595,-1
1.5269562992478716,-0.6443354959280851,-1
1.5015984527264434,-0.6535092156991138,-1
1.4790432420636628,-0.6320570753076724,-1
1.579284453315287,-0.6135639050915815,-1
